LDist,Dist,LorR,Type
38,10,Left,Shoe
12,1,Left,Shoe
11,1,Left,Shoe
16,4,Left,Shoe
23,5,Left,Shoe
26,6,Right,Shoe
12,1,Left,Shoe
24,10,Left,Shoe
25,15,Right,Shoe
27,2,Right,Shoe
12,1,Left,Shoe
16,5,Left,Shoe
27,2,Right,Shoe
12,7,Left,Shoe
16,8,Left,Shoe
23,15,Left,Shoe
26,15,Right,Shoe
27,3,Right,Shoe
12,2,Left,Shoe
16,6,Left,Shoe
13,2,Left,Shoe
22,10,Left,Shoe
12,2,Left,Shoe
16,10,Left,Shoe
23,10,Left,Shoe
12,1,Left,Shoe
16,5,Left,Shoe
23,6,Left,Shoe
25,10,Right,Shoe
25,2,Right,Shoe
27,1,Right,Shoe
12,1,Left,Shoe
17,5,Left,Shoe
26,1,Right,Shoe
12,1,Left,Shoe
16,5,Left,Shoe
23,6,Left,Shoe
25,15,Right,Shoe
27,2,Left,Shoe
37,7,Left,Shoe
7,1,Left,Shoe
16,3,Left,Shoe
12,2,Left,Shoe
17,10,Left,Shoe
22,10,Left,Shoe
24,15,Right,Shoe
12,2,Left,Shoe
17,5,Left,Shoe
25,9,Right,Shoe
24,8,Left,Shoe
24,5,Right,Shoe
27,3,Right,Shoe
12,2,Left,Shoe
15,6,Left,Shoe
22,10,Left,Shoe
27,13,Right,Shoe
27,2,Right,Shoe
11,1,Left,Shoe
16,3,Left,Shoe
25,1,Right,Shoe
25,5,Right,Shoe
27,1,Right,Shoe
12,1,Left,Shoe
15,5,Left,Shoe
25,6,Right,Shoe
27,2,Right,Shoe
12,1,Left,Shoe
16,5,Left,Shoe
23,6,Left,Shoe
25,4,Right,Shoe
26,8,Right,Shoe
27,2,Right,Shoe
12,2,Left,Shoe
17,8,Left,Shoe
25,6,Right,Shoe
26,14,Right,Shoe
23,8,Left,Shoe
12,1,Left,Shoe
16,4,Left,Shoe
20,7,Left,Shoe
23,6,Left,Shoe
24,8,Right,Shoe
25,2,Right,Shoe
26,2,Right,Shoe
12,1,Left,Shoe
16,5,Left,Shoe
24,6,Left,Shoe
25,1,Left,Shoe
26,8,Right,Shoe
12,1,Left,Shoe
16,8,Left,Shoe
23,8,Left,Shoe
26,16,Right,Shoe
27,2,Right,Shoe
39,12,Left,Shoe
12,1,Left,Shoe
16,6,Left,Shoe
26,10,Right,Shoe
16,4,Left,Shoe
21,5,Left,Shoe
24,4,Left,Shoe
25,2,Right,Shoe
27,5,Right,Shoe
28,2,Right,Shoe
41,5,Left,Shoe
12,2,Left,Shoe
17,8,Left,Shoe
28,14,Right,Shoe
12,4,Right,Shoe
16,6,Right,Shoe
19,10,Right,Shoe
22,8,Left,Shoe
17,12,Right,Shoe
8,3,Left,Shoe
14,6,Left,Shoe
35,4,Left,Shoe
42,5,Right,Shoe
47,5,Left,Shoe
12,1,Left,Shoe
17,4,Left,Shoe
26,3,Right,Shoe
26,7,Right,Shoe
27,2,Right,Shoe
12,1,Left,Shoe
17,8,Left,Shoe
24,10,Left,Shoe
26,14,Right,Shoe
26,5,Right,Shoe
27,2,Right,Shoe
12,1,Left,Shoe
15,4,Left,Shoe
27,1,Right,Shoe
12,1,Left,Shoe
16,9,Left,Shoe
22,17,Left,Shoe
23,13,Left,Shoe
25,20,Right,Shoe
27,1,Right,Shoe
12,2,Left,Shoe
16,8,Left,Shoe
23,10,Left,Shoe
27,5,Right,Shoe
12,4,Left,Shoe
15,14,Left,Shoe
23,12,Left,Shoe
12,1,Left,Shoe
16,5,Left,Shoe
20,9,Left,Shoe
23,7,Left,Shoe
26,4,Right,Shoe
28,3,Right,Shoe
28,10,Right,Shoe
38,20,Left,Shoe
38,8,Left,Shoe
