LDist,Dist,LorR,Type
35,1,Right,Bag
46,5,Right,Bag
49,2,Right,Cloth
12,1,Left,Shoe
16,5,Left,Shoe
16,6,Right,Cloth
23,6,Left,Shoe
24,7,Right,Bag
25,2,Left,Cloth
24,11,Right,Shoe
36,1,Right,Bag
39,8,Left,Shoe
40,9,Left,Cloth
48,7,Right,Bag
48,4,Right,Cloth
8,5,Left,Bag
12,1,Left,Shoe
16,7,Left,Shoe
16,8,Right,Cloth
22,10,Left,Shoe
24,10,Right,Bag
25,2,Left,Cloth
27,2,Right,Shoe
35,1,Right,Bag
41,2,Right,Eyeglasses
41,12,Left,Cloth
49,4,Right,Cloth
8,3,Left,Cloth
9,10,Left,Bag
12,1,Left,Shoe
16,5,Left,Shoe
16,6,Right,Cloth
23,6,Left,Shoe
24,6,Right,Bag
25,2,Left,Cloth
27,2,Right,Shoe
27,10,Right,Shoe
34,10,Right,Cloth
35,1,Right,Bag
38,10,Left,Shoe
40,10,Left,Cloth
47,10,Right,Bag
49,3,Right,Cloth
9,3,Left,Bag
11,1,Left,Shoe
16,4,Left,Shoe
16,4,Right,Cloth
23,5,Left,Shoe
24,4,Right,Cloth
26,6,Right,Shoe
25,2,Left,Cloth
35,1,Right,Bag
42,4,Left,Cloth
46,6,Right,Bag
49,3,Right,Cloth
9,15,Left,Bag
9,4,Left,Bag
12,1,Left,Shoe
16,8,Right,Cloth
16,5,Left,Shoe
23,6,Left,Shoe
23,6,Left,Cloth
25,7,Right,Bag
25,1,Left,Cloth
25,15,Right,Shoe
27,2,Left,Shoe
36,1,Right,Bag
37,7,Left,Shoe
41,9,Left,Cloth
47,12,Right,Bag
49,3,Right,Cloth
8,4,Left,Bag
12,2,Left,Shoe
15,6,Left,Shoe
17,10,Right,Cloth
22,10,Left,Shoe
23,10,Right,Bag
25,2,Left,Cloth
27,13,Right,Shoe
27,2,Right,Shoe
35,1,Right,Bag
41,3,Right,Eyeglasses
48,13,Right,Bag
49,4,Right,Cloth
1,2,Left,Bag
11,1,Left,Shoe
13,8,Left,Bag
16,3,Left,Shoe
23,4,Right,Cloth
25,1,Right,Shoe
25,5,Right,Shoe
26,1,Left,Cloth
27,1,Right,Shoe
35,1,Right,Bag
41,1,Right,Eyeglasses
50,2,Right,Cloth
50,8,Right,Bag
8,3,Left,Bag
12,1,Left,Shoe
16,5,Left,Shoe
17,6,Right,Cloth
23,6,Left,Shoe
25,6,Right,Bag
25,4,Right,Shoe
25,2,Left,Cloth
26,8,Right,Shoe
27,2,Right,Shoe
36,1,Right,Bag
41,2,Right,Eyeglasses
49,3,Right,Cloth
8,5,Left,Bag
9,15,Left,Cloth
12,1,Left,Shoe
16,8,Left,Shoe
16,8,Right,Cloth
23,8,Left,Shoe
24,10,Right,Bag
24,7,Left,Cloth
25,2,Left,Cloth
26,16,Right,Shoe
27,2,Right,Shoe
36,1,Right,Bag
39,12,Left,Shoe
41,2,Right,Eyeglasses
49,1,Left,Eyeglasses
49,4,Right,Cloth
48,12,Right,Bag
9,2,Left,Cloth
12,1,Left,Eyeglasses
16,4,Left,Shoe
16,5,Right,Cloth
21,5,Left,Shoe
24,5,Right,Cloth
24,4,Left,Shoe
25,2,Left,Cloth
25,2,Right,Shoe
27,5,Right,Shoe
28,2,Right,Shoe
36,1,Right,Bag
41,5,Left,Shoe
41,1,Right,Eyeglasses
48,6,Right,Bag
49,3,Right,Cloth
8,5,Right,Bag
12,4,Right,Shoe
16,6,Right,Shoe
19,10,Right,Shoe
22,8,Left,Shoe
14,7,Right,Cloth
14,8,Left,Cloth
17,12,Right,Shoe
36,1,Right,Bag
47,15,Right,Bag
49,6,Right,Cloth
4,3,Right,Bag
8,3,Left,Shoe
14,6,Left,Shoe
17,1,Right,Cloth
34,1,Right,Eyeglasses
35,4,Left,Shoe
42,3,Left,Cloth
42,5,Right,Shoe
47,5,Left,Shoe
1,1,Right,Cloth
8,3,Left,Bag
11,15,Left,Bag
12,2,Left,Shoe
16,8,Left,Shoe
17,10,Right,Cloth
23,10,Left,Shoe
24,8,Left,Cloth
25,10,Right,Bag
25,4,Left,Cloth
27,5,Right,Shoe
35,8,Left,Eyeglasses
36,1,Right,Bag
41,12,Left,Cloth
41,2,Right,Eyeglasses
48,8,Right,Bag
49,5,Right,Cloth
